rating,content,author,created_at,product_option,helpful_count,is_photo,photo_count
5,khw1***,khw1***,"에어메이드 2년전 복합식 사용하다가

초음파식+ 공기청정기 같이 사용시

공청기가 미친듯이 돌아가서.. 하..1년만 더참고 내년에 좋은거 살까하다가.. 적당히가성비 있는 제품 찾다보니 다시 에어메이드로 돌아왔습니다.


리모컨 습도기능,리모컨,습도조절기능, 밥통형x 다 완벽했고
다만 내솥이 분리가 안되는 단점..이 아주 걸렸으나.. 다른 대체제가 없어서.. 구매했는데 생각보다 소음도 작고 너무 만족합니다.

물 끓는 소리도 생각보다 작고, 3평 방에 2m정도 떨어져서 들으면 물 끓는 소리는  저는 예민한 편인데 거슬릴정도는 아니고 bgm 살짝 틀어놓은 정도라 나쁘지 않습니다. 

그리고 가열식은 일주일에 한번정도 구연산 청소해도 된다고 하였으나, 사용해 본 결과

3~4일정도 물갈이만 할경우 미네랄 및 불순물들이 스테인리스에 달라붙으면서, 특정 부분이 두꺼워지고 얇아져서 그런지, 그 특정부위가 보글보글 끓는 소리가 심해지는걸 알았습니다. 그렇기에 2~3일정도에 한번씩 구연산으로 청소를 할수밖에 없을것 같네요. 이건 에어메이드 문제라기 보단, 가열식 모든 제품이 구조상 어쩔수 없는것 같습니다.


무튼.. 첫 가열식인데.. 상당히 만족합니다.
다음년도 제품에는 내솥이 분리가 된다거나 하는 개선제품이 나오면
그때 사무실용으로 하나더 구매해야겠습니다.

단점
1. 제가 구매한 제품은 받았을때 봉인씰이 찢겨져 있었는데
반품된 제품을 받은 느낌이였습니다. 

무튼 만족!!!","제품선택: AMH-4502(12/11 순차발송)
소음보통이에요",0,True,1
5,juns*****,juns*****,"[내돈내산 실사용 후기]
아기 키우면서 가습기만 네댓 개는 써봤는데, 
이번에 진짜 만족합니당

1.가열식이라 위생 걱정이 덜하고, 물때나 냄새도 거의 없음
제일 좋은 건 자동 세척 기능. 
예전엔 솔 들고 물통 닦느라 하루가 멀다 하고 귀찮았는데, 이건 세척솔 꽂고 버튼 한 번 누르면 알아서 돌려준다.
 자기 전에 세척 눌러두면 다음날 아침엔 내부가 말끔해서 손 안 대도 됩니다 ~~
진짜 관리가 너무 편함

2. 물통이 분리 안 되는 건 조금 아쉽긴 하지만 손잡이가 있어서 물채우기도 어렵지 않다.
4.5리터 대용량이라 하루 종일 틀어놔도 물이 거의 안 떨어진다.
내부는 의료용 316L 스테인리스라 그런지 물 비린내도 없고, 예전 플라스틱 가습기처럼 곰팡이 냄새도 전혀 안 난다.

3. 저온(5070도) 고온(8090도) 두 모드가 있어서 봄가을엔 저온으로, 겨울엔 고온으로 바꿔 쓰면 
고온으로 틀면 방이 은근히 따뜻해져서 난방 보조 느낌도 있음

4. 리모컨에 습도 센서가 달려 있어서 방 한쪽에 두면 그 위치의 습도를 인식해 자동으로 분무량을 조절해주는데, 이게 진짜 짱편함
예전엔 습도계 보고 직접 조절했는데 이제는 자동이라 신경 쓸게 없다 ㅎㅎ

5. 진짜 중요한 소음도 거의 없어서 아기 재우는 동안 틀어놔도 전혀 거슬리지 않음
작동 끝나면 자동으로 분무구까지 말려줘서 물자국이 안 남고, 뚜껑은 이중 잠금이라 혹시 아이가 만져도 쉽게 열리지 않는다

6. 전기세도 생각보다 많이 안 나와서 하루종일 돌려도 부담 없다.

(중요)
참고로 어떤 분이 설명서가 간단해서 불편하다고 하셨던데, 뒷면에 QR코드로 연결되는 상세 설명서가 있다. 거기 들어가면 영상이랑 자세한 사용법이 다 나와 있어서 훨씬 이해가 잘 된다. 처음 설치할 때 꼭 참고하시면 좋을 것 같다.

 저는 가열식은 처음이라
가열식 처음 써보시는 분들은 처음에 “어? 왜 수증기가 안 나오지?” 하고 당황하실 수도 있다. 저도 처음엔 고장인 줄 알았는데, 전원 켜고 약 40분 정도 예열이 된 후부터 분무가 시작
( 미리 켜두면 금방 따뜻한 수증기가 퍼지면서 방 공기가 포근해짐 )

전체적으로 위생, 편의성, 안전성 다 잡힌 제품이라 아기 키우는 집이나 매일 관리 귀찮은 분들한테 정말 추천함
진짜 광고가 아니라, 이제는 다른 가습기 못 씀.","제품선택: AMH-4502(11/7 순차발송)
소음작아요",0,True,1
3,00es****,00es****,"유투버 후기보고 샀습니다.  
후기조작 하두 많고 숨긴후기들 많아서… 믿고 샀어요.
진짜 습도는 잘 맞추ㅏ줘요‼️ 
20평 오피스텔 투룸인데 거실에 켜고자면 집안에 습도 40-50%까지 적당히 잘 올려줘서 좋아요.
자동 습도모드도 갠찮구요.

구매후 여러번 사용후 단점이 있는거같은데.. 

매번 사용하구 사용전 매번 세척 해야하는거 맞나요?̆̈?̆̈
첫사진은 첫개시사용하고 사진입니다… 
두번째사진은 다시 사용전 세척모드 후 상태에요.

내부통 스텐에 가열식 처음인데요
한번쓸때마다 내부 미네랄인지 이물질 마니나와요;
세척하고 완젼말리고 자기전 또 켜고자고
다음날 사용전 세척하구 말리고 켜고자고 …
많이귀찮아요. ㅋ 
세척도 완쟌 제 맘에들게 되진 않는거같아요.
헹굴때 부드러운 스폰지수세미로 물로만 두세번씩 문질러서 닦아서 세척합니다.

자동세척기능 있다그래서.. 편할줄알았는데..
사용하고 > 세척모드> 스폰지로 닦고>말리고 >사용 >세척모드>닦고>말리고>사용..무한반복.. 

세척과 사용이 편한건 잘 모르겠어요 어짜피 손으로 두세번 문질러서 닦으려면 세척모드도 쓸모가 있는건지는 잘 모르겠어요..
아님 제꺼 불량당첨인건지;;

이런거에대한 자세한 후기는 숨기신건지 알수가 없어서 일단 구매해서 써보자 해서 구매한건데…
가습조절은 잘되는게 확실히 맞는데,  거실에두고 방에서 자니 소음은 거의 안들려요. 소음 여부는 저는 나쁘지않아요~  하지만 내부세척은 좀 많이 귀찮아요…. 
일단 사용즁이긴한데… 
제제품이불량인건지 원래 이렇게쓰는건지 확실한 대답이 필여합니다.","제품선택: AMH-4502
소음작아요",0,True,2
5,tmdd******,tmdd******,"내년에 아기를 출산할 예정이라 미리 집안 환경을 하나씩 준비하고 있어요. 겨울이다 보니 실내가 많이 건조하고, 남편과 저 둘 다 비염이 있어서 가습기는 꼭 필요하겠다고 생각해 가열식 가습기를 선택하게 됐어요.

가열식이라 물을 끓여 사용하는 방식이라 위생적인 면에서 안심이 되고, 따뜻한 수증기가 나와 겨울에 사용하기에도 잘 맞는 제품이에요. 출산 후에는 아기와 함께 사용할 예정이라 안전성과 관리 편의성을 중요하게 봤는데, 전반적으로 만족스러운 편이에요.

소음은 아주 조용한 편은 아니에요. 가열식 특성상 물 끓는 소리나 작동음이 어느 정도 들리긴 해요. 다만 소리가 크거나 거슬리는 톤은 아니고, 생활 소음 수준이라 사용하다 보면 크게 신경 쓰이지는 않아요!

리모컨이 있어서 멀리서도 조작할 수 있고, 전용 어플로도 가습량이나 전원 설정을 할 수 있어 사용이 정말 편해요. 누워서나 다른 일을 하면서도 바로 조절할 수 있다는 점이 생각보다 자주 쓰이더라고요.

세척 부분도 신경 쓴 게 느껴졌어요. 전용 세척솔이 제공되고, 자동 세척 기능도 있어서 매번 번거롭게 관리하지 않아도 된다는 점이 마음에 들었어요. 가습기는 관리가 귀찮으면 잘 안 쓰게 되는데, 이 제품은 유지 관리 부담이 적은 편이라 꾸준히 사용하기 좋았어요.

디자인도 깔끔해서 집 안 어디에 두어도 튀지 않고, 가습 성능도 안정적이라 실내 공기가 한결 편안해졌어요. 비염 때문에 아침에 코가 많이 불편했는데, 건조함이 줄어든 건 확실히 느껴져요.

겨울철 건조함 관리나 비염 때문에 가습기를 고민하시는 분들, 특히 가열식 가습기의 위생성과 자동 세척 같은 편의 기능을 중요하게 보시는 분들께 충분히 만족스러운 선택이 될 것 같아요.","제품선택: AMH-4502
소음보통이에요",0,True,1
5,dksd****,dksd****,"가습기를 잘 몰랐고 어릴적사용했던 초음파식에 대한 사용 경험만 있어 아기가 태어나고 화상 위험이
걱정되서 기화식 가습기를 구매했었습니다. 
기화식을 사용해보니 필터가 매우 찝찝하고 관리가 귀찮았고 주변공기가 추워져 가습기를 틀었음에도 불구하고 겨울마다 아이 입술이 갈라지고 아침에 일어나면 코가 불편했는지 숨을 여러번 쉬고 코를 파는 행동을 하는게 너무 마음이 아파서 엄마의 마음으로 고르고 골라 에어메이드를 선택했습니다
결과는 100%만족이에요! 

가습기 구매 후 아이 입술이 맨들맨들 촉촉하고 아침에 일어나면 숨쉬기 불편해서 했던 행동을 전혀 하지 않아요! 
매일 물통 채우기 힘들긴 하지만 아이의 변화를
보면 몸이 움직이더라구요! 

구매 포인트는
1. 안전
가습기에서 나오는 분무온도가 높지 않아요
처음엔 아이가 가까이 와서 걱정했는데 분무구 앞에 있어도 전혀 무관할 정도라 안심했어요 그리고 무게가 있다보니 아이가 쉽게 넘어뜨리진 않겠더라구요
구매 후 걱정없이 안전하게 사용하고 있습니다!

2. 세척
기존에 사용하던 가습기는 필터 형식이다보니 구연산 넣고 물에 담가놓으면 된다고 하지만 엄청 찝찝하더라구요.. 그러다 보니 가습기 세척에 더 예민해
졌는데 세척솔이 있어서 너무 좋아보이더라구요! 일주일에 한번 주말에 세척모드 돌려주면 싹~깨끗해져서 너무 편해요! 

3. 편의성
핸드폰으로 전원을 켜고 끄고 조절이 가능한 점이 다른 가습기에는 없는 엄청난 장점이에요! 리모컨도 따로 있고 센서가 있어서 편하다고 생각해서 구매했어요

가열식 가습기가 대부분 가격이 있다보니 일년정도 여러 가습기들을 비교해보면서 고민해 왔습니다
고민을 거듭하다보니 모든 것을 만족시킬 순 없고 내가 중요하게 생각하는 포인트를 가장 충족시켜줄 수 있는 것으로 추리게 되었고 그렇다보니 더 만족감이 큰 것 같습니다. 

에어메이드 가습기도 가습통 분리가 되지 않아 매번 코드를 분리하고 무거운걸 왔다갔다 하는 단점이 있지만 그외에 제가 중요하게 생각하는 부분들을 만족시켜주니 결과적으로 만족하고 사용하고 있습니다! 

내년에는 통분리되는 가습기로 업그레이드 되어 계속해서 사랑받는 가습기가 되길 바랍니다 ❤️ 

그리고 소리에 예민하신 분들이 많으시던데 저는 마치 비오는 소리같아서 좋더라구요~ 빗소리 좋아하시면 더 만족하실거에요~!

구매에 고려하지 않은 점
1. 소리
잠귀가 밝진 않은 편이라 크게 고려하지 않았어요
2. 전기세
가열식으로 구매하기로 한 이상 이 부분은 제가 감당해야 할 부분이라 생각했습니다
3.가격
아무리 좋아도 40만원이 넘는건 아닌 것 같다는 생각에 20~30만원 수준에서 고민했습니다

다른가습기와 고민했던 부분
1. 가습속도
3분 내 가습이 시작 된다는 제품들이 있더라구요!
이게 가장 마지막까지 고민했던 부분이었으나
청소솔+핸드폰설정 가능여부가 더 컸어요
2. 디자인
아무래도 디자인이 별로인건 눈길이 가지 않더라구요~ 예쁜 디자인의 가습기에 마음이 흔들렸으니 기본 기능을 우선시 하게되어 제외했어요
3. 가격
가격이 만원이라도 저렴하면 고려하게 되더라구요
그러나 가격대비 제가 생각한 장점에 에어메이드가 가장 일치했어요 가성비최고!","제품선택: AMH-4502(11/13 순차발송)
소음보통이에요",0,True,1
5,lett*****,lett*****,"[초보아빠 후기] 내돈내산으로 에어메이드 가습기를 들여온 지 딱 5일 됐음. 4살 딸아이 방에 두고 매일같이 돌려봤는데, 확실히 장점이 뚜렷한 제품이라 후기 남겨봄.


1. 스테인리스 재질 믿고 쓸 수 있었음

스테인리스라 처음엔 연마제 묻어나올까 조금 신경 쓰였는데, 식용유로 30분 내내 닦아봐도 아무것도 안 묻어났음. 내부 수조도 깔끔하게 관리돼서 아이 있는 집에서 쓰기에 마음이 편했음. 

2. 리모컨이 아빠에게는 생각보다 큰 행복이었음

아이 재운 다음에 불 끄고 침대에 누워 있으면 가습기 조작하러 다시 일어나는 게 은근 번거로운데, 리모컨 덕분에 그런 스트레스가 사라졌음. 무드등, 온도, 습도 조절, 타이머, 전원 ON/OFF까지 소파나 침대에서 바로 할 수 있어서 육아 가정에는 진짜 효율적이었음.


3. 자동세척 자동건조 기능이 청소 스트레스를 많이 줄여줬음

가습기 관리가 제일 귀찮은데, 자동세척과 자동건조 기능 덕분에 물때, 석회 걱정이 훨씬 줄었음. 버튼만 누르면 알아서 내부를 돌려주니 초보아빠 입장에서 정말 편했음. 특히 저녁에 아이 재운 뒤에는 세척만 눌러두고 신경 안 써도 됐음.

4. 4.5L 대용량이라 하루종일 돌려도 거뜬했음

아침에 물 한 번 채워두면 저녁까지 충분히 버텼음. 중간에 물 보충하는 일이 거의 없다 보니 아이 방 문 열었다 닫았다 할 필요도 없었음. 장시간 가습이 필요한 집에게는 이게 은근히 큰 장점임.


5. 자동세척 시 소음이 있어서 아이 자는 방이면 시간대 조절이 필요했음

자동세척 들어가면 ‘위이잉’ 하는 기계음이 조금 있음. 봄이가 예민한 편은 아니라 괜찮았지만, 아이 바로 옆에서 돌리기엔 조금 신경 쓰일 수 있겠다는 생각이 들었음. 그래서 자동세척은 낮 시간대나 거실에 둘 때 돌리는 식으로 운영했음. 이 부분만 유의하면 큰 불편은 없었음.


6. 총평

5일 내내 써본 결론은, 아이 있는 초보아빠가 쓰기 좋은 가습기였음. 대용량, 자동세척, 리모컨 조작까지 전부 실사용 면에서 장점이 확실했음. 조용한 환경에서 자동세척 소리만 조금 관리하면 전체적으로 만족도가 높은 제품이었음. 앞으로 더 써보고 한 달 후기까지 남겨볼 생각임. 더 사용해보고 괜찮으면 방마다 둘 생각임! 

지금까지는 별점 5개 만점 ㅎ","제품선택: AMH-4502(11/13 순차발송)
소음작아요",0,True,1
5,dalc******,dalc******,"가열식 가습기를 좋아하는데 아기 화상 걱정에 초음파 가습기를  쓰고 있었어요 
둘째가 곧 태어나는데 확장한 집이라 통창문 우풍이 심해서 뾱뾱이 방한커튼 다해봤는데 우풍이 커버가 안되더라구요ㅠㅠ 
그래서 다시 가열식으로 찾게되었어요
안쓴사이에 제품들도 많이 나오고 많이 좋아졌더라구요 

💕구매동기
에어메이드를 구매하게된 결정적 포인트는 
❗️저온기능(아기 화상걱정), 
❗️자동세척기능(둘째생겨서 자동세척이 너무 맘에듬), 
❗️리모컨 용이성(이제 몸 추수리기도 힘든 나이네요) 
이 세가지가 구매하는데 큰 결정을 하게 해준거 같아요 
에어메이드 일주일 실사용후 작성해봤는데 
다른분들께도 도움 됐으면 좋겠네용👍


🎈장점
1. 일단 우풍 커버가 잘돼서 너무 마음에 들어요 
공기가 엄청 훈훈해져서 집안이 따뜻해져요
제가 심한 비염이 있는데 우풍때문에 맨날 아침마다 코에서 피가 나왔는데 에어메이드 가습기 쓴날부터는 잠도 푹자고 불편한것도 많이 좋아졌어요 

2.  리모컨이 있어서 엄청 편했어요 
자다가 끄고싶을때 편하게 끌수 있어서 편했고 무엇보다 거실과 방을 넘어서까지 작동돼서 너무 좋아요

3. 자동 세척기능 
몇번쓰고나면 밑에 석회질이 쌓이는데 구연산 넣고 돌리니 진짜 한번에 싹 청소 되더라구요 
대충만 돼더라도 감사한다고 생각하고 썼는데 너무 깨끗하게 서척 잘되더라구용 🥰
아기도 봐야하고 바쁜데 알아서 청소까지 한다니 ㅠㅠ 
매우 잘 샀다고 생각 들었어요 

4. 소음이 작아요
1단계로하면 소음도 작고 밤새 틀어도 과습되지 않아 편해요 

5. 저온으로 설정가능한점 
아기가 있어서 100도가 분무되는게 제일 걱정 되었는데 
에어메이드는 식혀서 나오눈 기능이 있었어요 
이 기능때문이 결정적으로 구매하게 된거 같아요 💯

🎈단점 
1. 용량이 큰만큼 무거워용 ㅎㅎ
근데 이건 다른제품도 비슷한거 같어요

2. 리모컨에 디스플레이가 달리면 더 편할 것 같아요 
아직 사용 초반이라 익숙치 않아서 디스플레이를 보고 확인하고 싶더라구요 

3. 처음에 잘모르고  60프로로 설정하고 습도 단계 높여서 큰방에서 쓰니 과습되더라구요 
이건 본인이 몇번 테스트해보면 맞는 습도 찾아서 조절되는거라 해결됐어요 

가습기 뭐살지진짜 오랫동안 찾아보고 고민하다가 샀는데 너무 잘 산거 같아용🤗","제품선택: AMH-4502
소음작아요",0,True,1
4,pe****,pe****,"오래 전부터 사용하던 가습기가 있었습니다.
그런데 물 용량도 작고 관리가 힘들어서 새 가습기를 알아보게 됐어요. 여러 블로그 게시물과 유튜브를 보면서 비교해 본 다음, 에어메이드 가습기를 구입하게 됐습니다. 몇 주 사용해 본 결과는 이렇습니다.

<장점>
-강력한 가습: 물이 끓기 시작하면 수증기가 나오면서 밤새 촉촉하게 가습이 유지되어 좋았어요. 며칠 사용하면서 방안에 맞는 온도와 분무량을 찾아가다보니 이제 저희에게 맞는 수준으로 사용하고 있습니다. 한 번 물을 채우면 며칠 쓸 수 있을 정도로 용량도 커서 편하네요.

-자동세척 기능: 기존에 사용하던 가습기는 청소 부담이 컸어요. 그런데 이 제품은 실리콘 청소솔을 부착해서 자동세척 버튼만 누르면 돼서 편합니다.

-편리성: 저온 모드, 고온 모드로 나뉘어져 있어서 필요에 따라 선택 사용할 수 있는 점이 좋습니다. 리모콘에 습도 센서가 있어서 방안 습도에 맞춰 관리해준다는 점, 자동 건조 기능이 있다는 점도 마음에 듭니다. 

-안전성: 의료용으로 사용되는 최고등급 스텐을 사용했다는 것도 이 제품을 선택하게 된 이유입니다.

-기타: 소음은 생각했던 것 보다 크지 않았습니다. 물이 끓을 때만 소리가 크고 그 외에는 소음이 크다고 느껴지지 않았어요.

<아쉬운 부분>
내솥이 분리되지 않는 점이 조금 아쉬웠어요. 하지만 큰 단점은 아닌 것 같아요.","제품선택: AMH-4502(11/18 순차발송)
소음보통이에요",0,True,1
5,jihy*******,jihy*******,"요즘 건조함이 심해져서 안방용 가습기를 새로 알아보다가 에어메이드 더 위대한 가습기 2.0을 들였어요.
사실 집에 이미 꽤 비싼 가습기가 있었는데, 이번엔 써보자마자 “이건 다르다!” 싶었어요.

박스를 열었을 때부터 깔끔하고 묵직한 디자인이 너무 마음에 들었어요. 🤍
화이트 톤이라 어디에 두어도 깔끔하고, 거실에서 찍은 사진도 인테리어 소품처럼 잘 어울리더라고요.
안방에 두면 공간이 한층 정돈된 느낌✨
단순히 예쁜 가습기가 아니라, 기능 하나하나가 실사용에 딱 맞춰져 있다는 게 느껴졌어요.

무엇보다 감탄했던 건 바로 리모컨에 내장된 습도 센서예요! 🌡️
보통 가습기는 본체 주변 습도만 인식해서 실제로 내가 있는 자리는 너무 건조하거나 과습할 때도 많잖아요?
근데 이 제품은 리모컨을 침대 머리맡에 두면 그 위치의 습도를 정확하게 감지해서 자동으로 조절해줘요.
‘내가 있는 자리의 습도’를 유지해주니까 체감이 완전 달라요. 😌
게다가 리모컨으로 분무량이나 모드 조절도 가능해서 밤에 누워서 편하게 조작할 수 있다는 점이 정말 편했어요.

AI 자동 습도 조절 기능도 너무 똑똑해요 💧
설정해둔 습도를 알아서 유지해주니까 매번 켜고 끌 필요가 없고, 과습이나 결로 걱정도 없어요.
새벽에 목이 칼칼하거나 코가 막히는 일이 거의 사라졌고, 아침에 일어났을 때 공기가 포근하고 촉촉한 느낌이 확실히 달라요 ☁️

그리고 이 제품은 가열식 가습기라 따뜻한 수증기가 나와요. 특히 온도까지 조절이 가능해서 계절마다 다르게 사용할 수 있어서 좋은 것 같아요. 🌿
겨울엔 따뜻하게, 봄·가을엔 은은하게.
실내 온도와 공기 밸런스를 딱 맞춰주는 게 마음에 쏙 들어요.

청소도 진짜 간단해요 🙌🏻
자동 세척 기능이 있어서 버튼 한 번만 누르면 내부가 깨끗하게 세척돼요. 매번 분리해서 씻지 않아도 되니까 위생적으로 쓸 수 있고, 관리가 편해서 매일 사용하기 좋아요.

안방에 두고 며칠 써보니 피부 당김이 줄고, 아침에 목이 건조하지 않아서
“아 이게 진짜 가습기의 차이구나” 싶었어요 ☺️
리모컨 센서 + 자동 습도 조절 + 온도 조절,
이 세 가지 기능 덕분에 훨씬 편하고 만족스러운 사용감이에요.

에어메이드 더 위대한 가습기 2.0은 이름 그대로 정말 ‘위대한 가습기’예요.
디자인도 예쁘고, 기능은 똑똑하고, 사용은 간편해서
매일 사용하는 공간을 한층 더 촉촉하고 건강하게 만들어주는 느낌이에요 🌷","제품선택: AMH-4502(11/11 순차발송)
소음보통이에요",0,True,1
5,uk****,uk****,"내돈 내산
워킹맘,애둘 엄마의 찐후기

위험하고 불안한 가열식 가습기의 편견을 깬
촉촉함의 대명사 비염아이에게도 코와 목이 편안한 에어메이드 가습기
- 구매 전 따지고 고려한 사항

1.극단적인 단점 후기가 없을것,
2.디자인이 예쁠 것
3.단점이 있다면 극복할만큼 뚜렷한 장점이 있을것
4.가격과 합리적일 것
5.가습이 잘될것
6.소통이 잘되고 AS가 원활한것

* 첫인상
양동이같다! 근데 동글동글 예쁘다! (리모콘 마저 심플해서 예쁨)
어디 놓아도 어울리고 가벼워서 무거울까 걱정됬는데
아이둘 낳고 유리손목인 저에게도 부담되지 않는 무게


* 써본 후기 장점
- 가벼움,조립 간편 : 무거운거 딱 질색인데 가벼워서 적지 않은 양의 4.5리터지만
40kg 작은 애둘 엄마가 혼자 물채우고 들기에도 부담되지 않았어요
기계치인 저에게도 딱맞는 조립할것도 없어서 넘나 간편.

- 성능 : 가습 성능이 아무리 좋아보여도 피부로 느끼는게 있어야 하는데
요거는 딱 느낌이 촉촉,훈훈하다 방에 들어오니 딱 느껴짐.
마냥 계속 나오는것도 전력낭비, 습도낭비인데
ai 모드가 있어서 알아서 조절되어 습도에 맞춰서 가습량조절이 킥인듯,
조명 기능(3단계)도 있어서 수유등으로도 좋아보임

-가습 : 분무량 조절가능, 분무온도 조절가능 해서 원하는대로 조절이 가능하고
가열식이니 만큼 따뜻한 온도를 자주 사용하는데 4.6세가 있는집인데도
미리 주의를 요하면 그리 뜨거운 온도도 아니어서 안전상에 문제는 없어보임
딱 따뜻하고 촉촉한 느낌.

-소음 : 물이 끓기전까지의 소음이 있지만 제기준으로는
심하지 않고 거슬리지 않아서 괜찮은편
자동세척시에 소음은 좀 더 큰편인데 어차피 잘때는 잘 안해서 괜찮을 정도에요!

* 단점
기계조작은 터치식인데 손가락에 착 감기는 느낌이 없어서 좀 아쉬워요
리모콘을 쓰면 딱히 문제 되진 않아요 .
화면에 R1 Rd뭐 이렇게 뜨는데 익숙하지 않아서인지 표시내용이 다소 어려워요
전원을 끄고 싶은데 잘 꺼지는 느낌이 안나서 코드를 뽑는게 마음편합니다.
물부족이 뜨면 조명이 빨간색이 되고 알아서 작동을 안하는건 좋은데
빨간 조명도 함께 끄고 싶어서 전원을 다시 누르니
분무량이 미세하게 나오는 현상이 나타나서
그냥 코드를 뽑아버려서 작동을 멈춰야 하는게 단점.

*총평
아직 사용한지 얼마 되지 않아서 미숙한 조작법은 개선해야 겠지만
대체적으로 가격,디자인,성능 모두 만족해요!
고장만 안난다면 더할나위 없이 좋은것 같구요
소통도 잘되는것 같아서 as도 큰 문제없어보여 걱정을 덜었어요
누구보다 몇날몇일 꼼꼼하게 따지고 따지는 저같은 성격이라면
에어메이드 가습기 추천드려요!","제품선택: AMH-4502(11/13 순차발송)
소음작아요",0,True,1
